sentence,word,average_complexity,total_reading_time
"Lamultespeciianualeîncondițiinefavorabiledeuscăciunesaudefrig,existădoarsămânța.",nefavorabile,0.5,942.0
"Lamultespeciianualeîncondițiinefavorabiledeuscăciunesaudefrig,existădoarsămânța.",există,0.0,350.0
"ÎnnordulEuropei(nordulGermaniei,ȚăriledeJosșiFranța),clasademijlocaveatendințadeafiprotestantă,ceeacecorespundeacueticașifilozofiamuncii.",nordul,0.0,430.0
"ÎnnordulEuropei(nordulGermaniei,ȚăriledeJosșiFranța),clasademijlocaveatendințadeafiprotestantă,ceeacecorespundeacueticașifilozofiamuncii.",tendința,0.25,781.0
"ÎnnordulEuropei(nordulGermaniei,ȚăriledeJosșiFranța),clasademijlocaveatendințadeafiprotestantă,ceeacecorespundeacueticașifilozofiamuncii.",corespundea,0.25,519.0
"Pentruaobțineacestcâmp,cameratrebuiesăfiesuficientdereverberantă,iarfrecvențeletrebuiesăfiesuficientdeînaltepentruaevitaefectelemodurilorpredominante.",suficient,0.0,370.0
"Pentruaobțineacestcâmp,cameratrebuiesăfiesuficientdereverberantă,iarfrecvențeletrebuiesăfiesuficientdeînaltepentruaevitaefectelemodurilorpredominante.",frecvențele,0.75,765.0
"Pentruaobțineacestcâmp,cameratrebuiesăfiesuficientdereverberantă,iarfrecvențeletrebuiesăfiesuficientdeînaltepentruaevitaefectelemodurilorpredominante.",predominante,0.5,823.0
"Închimiaorganică,carbonulesteutilizatfoartefrecvent,astfelîncâtchimiștiiștiucăexistăunatomdecarbonlacapetelefiecăreiliniicarenuesteetichetatăînmodexplicit.",frecvent,0.0,768.0
"Închimiaorganică,carbonulesteutilizatfoartefrecvent,astfelîncâtchimiștiiștiucăexistăunatomdecarbonlacapetelefiecăreiliniicarenuesteetichetatăînmodexplicit.",chimiștii,0.0,665.0
"Înexempluldemaisus,cantitateaconservatăarfișosetele,sistemularfiuscătorul,iarsistemulesteînchisatâtatimpcâtnimeninuintroducesauscoateșosetedinuscător.",introduce,0.25,583.0
"Înetapafinală,unuldintrehidrogeniimoleculeideapălegatăesteatacatdeoaltămoleculădeapă,lăsândunalcool.",moleculei,1.0,1429.0
"Înetapafinală,unuldintrehidrogeniimoleculeideapălegatăesteatacatdeoaltămoleculădeapă,lăsândunalcool.",legată,0.75,1198.0
"Înetapafinală,unuldintrehidrogeniimoleculeideapălegatăesteatacatdeoaltămoleculădeapă,lăsândunalcool.",atacat,0.25,554.0
"Înacestecazuri,rolulagentuluideimplementareestedeafurnizainputuriledebază,inclusiv,darnunumai,capitalulcarevadastartulproiectuluișiîivapermiteacestuiasăcontinuesubpropriulimpulsdupăplecareaagentuluideimplementare.",permite,0.5,560.0
"Înacestsistem,compușiisuntdenumițiprinanalogiecugliceraldehida,ceeaceproduceîngeneraldenumirineambigue,darestecelmaiușordeobservatîncazulmicilorbiomoleculesimilaregliceraldehidei.",analogie,0.75,1112.0
"Înacestsistem,compușiisuntdenumițiprinanalogiecugliceraldehida,ceeaceproduceîngeneraldenumirineambigue,darestecelmaiușordeobservatîncazulmicilorbiomoleculesimilaregliceraldehidei.",ușor,0.0,184.0
"Înacestsistem,compușiisuntdenumițiprinanalogiecugliceraldehida,ceeaceproduceîngeneraldenumirineambigue,darestecelmaiușordeobservatîncazulmicilorbiomoleculesimilaregliceraldehidei.",biomolecule,1.0,1603.0
Încadrulconferințeiaufostprezentatedateleinițialealeanalizeimedicamentuluipentrubolicardiovascularesimvastatin.,prezentate,0.0,717.0
Încadrulconferințeiaufostprezentatedateleinițialealeanalizeimedicamentuluipentrubolicardiovascularesimvastatin.,cardiovasculare,0.75,1558.0
Încadrulconferințeiaufostprezentatedateleinițialealeanalizeimedicamentuluipentrubolicardiovascularesimvastatin.,simvastatin,1.0,1734.0
"Înschimb,treceimediatlabițiideoprire,ceeacereprezintăorecunoaștereafaptuluicăverificareaparitățiilaacestnivelestecuadevăratinutilă.",trece,1.0,1056.0
"Înschimb,treceimediatlabițiideoprire,ceeacereprezintăorecunoaștereafaptuluicăverificareaparitățiilaacestnivelestecuadevăratinutilă.",imediat,0.0,496.0
"Înschimb,treceimediatlabițiideoprire,ceeacereprezintăorecunoaștereafaptuluicăverificareaparitățiilaacestnivelestecuadevăratinutilă.",recunoaștere,0.25,1551.0
"Înlocsăvăbazațipefaptulcăaceștiaaushellpotrivit,putețispecificapurșisimpluceshellartrebuisăfolosească.",bazați,0.0,1162.0
"Înlocsăvăbazațipefaptulcăaceștiaaushellpotrivit,putețispecificapurșisimpluceshellartrebuisăfolosească.",shell,1.0,309.0
"Înlocsăvăbazațipefaptulcăaceștiaaushellpotrivit,putețispecificapurșisimpluceshellartrebuisăfolosească.",specifica,0.5,1345.0
Conexiunileintercelularepermitheterocitelorsătransporteazotulfixatcătrecelulelevecineșisăprimeascăcarbohidrați.,Conexiunile,0.5,1616.0
Conexiunileintercelularepermitheterocitelorsătransporteazotulfixatcătrecelulelevecineșisăprimeascăcarbohidrați.,heterocitelor,1.0,1318.0
Conexiunileintercelularepermitheterocitelorsătransporteazotulfixatcătrecelulelevecineșisăprimeascăcarbohidrați.,fixat,0.75,348.0
"Oaseleneregulateauformedeosebite,nupotfigrupatesubcapeteleprecedenteșisuntfolositepentruatașareamușchilorșipentruarticulații.",grupate,0.0,433.0
"Oaseleneregulateauformedeosebite,nupotfigrupatesubcapeteleprecedenteșisuntfolositepentruatașareamușchilorșipentruarticulații.",precedente,0.25,1050.0
"Oaseleneregulateauformedeosebite,nupotfigrupatesubcapeteleprecedenteșisuntfolositepentruatașareamușchilorșipentruarticulații.",atașarea,0.5,749.0
"Adaugăunbutonlabaradeinstrumentedeeditaredineditoruldesurse,astfelîncâtestecelmaiconvenabilpentrupaginiledediscuțiialeutilizatorilorculegăturiroșii,darpoateeconomisiunclicsaudouășiînaltecazuri,chiardacănuestelafelderapidcaTwinkle.",buton,0.0,233.0
"Adaugăunbutonlabaradeinstrumentedeeditaredineditoruldesurse,astfelîncâtestecelmaiconvenabilpentrupaginiledediscuțiialeutilizatorilorculegăturiroșii,darpoateeconomisiunclicsaudouășiînaltecazuri,chiardacănuestelafelderapidcaTwinkle.",legături,0.75,446.0
"Adaugăunbutonlabaradeinstrumentedeeditaredineditoruldesurse,astfelîncâtestecelmaiconvenabilpentrupaginiledediscuțiialeutilizatorilorculegăturiroșii,darpoateeconomisiunclicsaudouășiînaltecazuri,chiardacănuestelafelderapidcaTwinkle.",clic,0.0,62.0
"S-aspuscăatrebuitsăîșicroiascădrumprinpădurifărăurme,ceeace,fărăîndoială,afostcazulcelpuținînacestoraș.",urme,0.0,493.0
"S-aspuscăatrebuitsăîșicroiascădrumprinpădurifărăurme,ceeace,fărăîndoială,afostcazulcelpuținînacestoraș.",îndoială,0.0,623.0
"S-aspuscăatrebuitsăîșicroiascădrumprinpădurifărăurme,ceeace,fărăîndoială,afostcazulcelpuținînacestoraș.",oraș,0.0,247.0
"Îngeneral,secredecăpilusulesteasamblatdelabazasa,deoareceînmembranacelularăsegăseșteorezervădepilină.",pilusul,1.0,1522.0
"Îngeneral,secredecăpilusulesteasamblatdelabazasa,deoareceînmembranacelularăsegăseșteorezervădepilină.",asamblat,0.5,550.0
"Îngeneral,secredecăpilusulesteasamblatdelabazasa,deoareceînmembranacelularăsegăseșteorezervădepilină.",pilină,1.0,434.0
"Esteimportantcaatuncicândplanificațiolecțiedeînvățaremixtăînclaseleprimaresăvăconcentrațipeounitatedestudiu,apoisăoîmpletițicutehnologia.",mixtă,0.5,554.0
"Esteimportantcaatuncicândplanificațiolecțiedeînvățaremixtăînclaseleprimaresăvăconcentrațipeounitatedestudiu,apoisăoîmpletițicutehnologia.",clasele,0.0,433.0
"Esteimportantcaatuncicândplanificațiolecțiedeînvățaremixtăînclaseleprimaresăvăconcentrațipeounitatedestudiu,apoisăoîmpletițicutehnologia.",împletiți,0.25,650.0
"Esteutilizatdesistemulimunitar,pentrusintezaADN-ului,pentruvindecarearănilorșipentrucreștereașidezvoltareanormalăînperioadelecuactivitatehormonală.",imunitar,0.25,583.0
"Esteutilizatdesistemulimunitar,pentrusintezaADN-ului,pentruvindecarearănilorșipentrucreștereașidezvoltareanormalăînperioadelecuactivitatehormonală.",vindecarea,0.0,614.0
"Esteutilizatdesistemulimunitar,pentrusintezaADN-ului,pentruvindecarearănilorșipentrucreștereașidezvoltareanormalăînperioadelecuactivitatehormonală.",hormonală,0.5,1213.0
"Acestaprezintăînmodrepetatilustrațiialecercetașilorînsceneînsoritedemunte,fărăniciunfeldepălării.",niciun,0.0,557.0
"Afostdescoperitădetonțișidealțivorbitorideenglezăși,pentruovreme,postareaîntreceledouălimbiaînflorit.",descoperită,0.25,800.0
"Afostdescoperitădetonțișidealțivorbitorideenglezăși,pentruovreme,postareaîntreceledouălimbiaînflorit.",postarea,0.25,1088.0
"Văvaducelapaginacarecorespundecereriidumneavoastră,altfelvaafișarezultatelecăutării.",corespunde,0.25,966.0
"Văvaducelapaginacarecorespundecereriidumneavoastră,altfelvaafișarezultatelecăutării.",afișa,0.0,1049.0
"Jamesafostrăsturnat(dinpunctdevederetehnicafostabdicatdeParlament)înRevoluțiaGlorioasădin1688,careaavutlocfărăvărsaredesânge.",răsturnat,1.0,1942.0
"Jamesafostrăsturnat(dinpunctdevederetehnicafostabdicatdeParlament)înRevoluțiaGlorioasădin1688,careaavutlocfărăvărsaredesânge.",tehnic,0.5,431.0
"Înceledinurmă,studiulaanalizatconversiafosfolipidelorbogateînpolinesaturateîntriacilglicerideprinintermediuluneicăiafosfolipazeiC.",analizat,0.25,494.0
"Înceledinurmă,studiulaanalizatconversiafosfolipidelorbogateînpolinesaturateîntriacilglicerideprinintermediuluneicăiafosfolipazeiC.",bogate,0.0,1149.0
"Înceledinurmă,studiulaanalizatconversiafosfolipidelorbogateînpolinesaturateîntriacilglicerideprinintermediuluneicăiafosfolipazeiC.",fosfolipazei,1.0,2865.0
"Cașiîncazulcreăriidetablourifărăalocaredinamică,programatorultrebuiesăinițializezetabloulcuvalorisensibileînaintedea-lutiliza.",tablouri,1.0,433.0
"Cașiîncazulcreăriidetablourifărăalocaredinamică,programatorultrebuiesăinițializezetabloulcuvalorisensibileînaintedea-lutiliza.",dinamică,0.75,664.0
"Cașiîncazulcreăriidetablourifărăalocaredinamică,programatorultrebuiesăinițializezetabloulcuvalorisensibileînaintedea-lutiliza.",tabloul,1.0,245.0
"PoștaestegeneratăinterndecătresistemulPostfixînsuși,pentruanotificapoștașuldespreoproblemă(aceastăcaleeste,deasemenea,indicatăcusăgeatafărăetichetă).",generată,0.25,347.0
"PoștaestegeneratăinterndecătresistemulPostfixînsuși,pentruanotificapoștașuldespreoproblemă(aceastăcaleeste,deasemenea,indicatăcusăgeatafărăetichetă).",notifica,0.0,369.0
"PoștaestegeneratăinterndecătresistemulPostfixînsuși,pentruanotificapoștașuldespreoproblemă(aceastăcaleeste,deasemenea,indicatăcusăgeatafărăetichetă).",poștașul,0.0,677.0
"Multeprotistedeapădulceauvacuolecontractilecarepompeazăexcesuldeapădincelulă,menținândastfeloconcentrațieadecvatădeionișimoleculeîninteriorulcelulei.",vacuole,1.0,1474.0
"Multeprotistedeapădulceauvacuolecontractilecarepompeazăexcesuldeapădincelulă,menținândastfeloconcentrațieadecvatădeionișimoleculeîninteriorulcelulei.",astfel,0.0,572.0
"Utilizareamodernăaemoticoanelorîndiscuțiileelectronicesedatorează,îngeneral,uneipropuneridin1982.>>",emoticoanelor,0.25,620.0
"Utilizareamodernăaemoticoanelorîndiscuțiileelectronicesedatorează,îngeneral,uneipropuneridin1982.>>",electronice,0.0,928.0
"Utilizareamodernăaemoticoanelorîndiscuțiileelectronicesedatorează,îngeneral,uneipropuneridin1982.>>",datorează,0.0,432.0
"CelemaimulteinterogăriDNS(cumarficererilederezolvareanumelui)utilizeazăconexiuniUDP,deoarececantitateadedatetransferateestemică,iarstabilireasesiuniiarintroduceuntraficșiosarcinăinutileasupraserverelordenume.",introduce,0.0,583.0
"CelemaimulteinterogăriDNS(cumarficererilederezolvareanumelui)utilizeazăconexiuniUDP,deoarececantitateadedatetransferateestemică,iarstabilireasesiuniiarintroduceuntraficșiosarcinăinutileasupraserverelordenume.",trafic,0.5,398.0
"CelemaimulteinterogăriDNS(cumarficererilederezolvareanumelui)utilizeazăconexiuniUDP,deoarececantitateadedatetransferateestemică,iarstabilireasesiuniiarintroduceuntraficșiosarcinăinutileasupraserverelordenume.",inutile,0.0,2381.0
"Aproapedesfârșitulrăzboiului,GermaniaîncearcăsăluptepentruoultimăluptăcuAliații.",încearcă,0.0,384.0
"Aproapedesfârșitulrăzboiului,GermaniaîncearcăsăluptepentruoultimăluptăcuAliații.",lupte,0.0,202.0
"Aproapedesfârșitulrăzboiului,GermaniaîncearcăsăluptepentruoultimăluptăcuAliații.",luptă,0.0,1165.0
"Douăsaumaimultestatenuvorîncheianiciuntratat,confederațiesaualianțăîntreele,fărăconsimțământulStatelorUniteînCongresulreunit,specificândcuexactitatescopurilepentrucareseîncheieșiduratadevalabilitateaacestuia.",alianță,0.25,699.0
"Douăsaumaimultestatenuvorîncheianiciuntratat,confederațiesaualianțăîntreele,fărăconsimțământulStatelorUniteînCongresulreunit,specificândcuexactitatescopurilepentrucareseîncheieșiduratadevalabilitateaacestuia.",exactitate,0.25,1624.0
"Douăsaumaimultestatenuvorîncheianiciuntratat,confederațiesaualianțăîntreele,fărăconsimțământulStatelorUniteînCongresulreunit,specificândcuexactitatescopurilepentrucareseîncheieșiduratadevalabilitateaacestuia.",scopurile,0.0,1188.0
"Adesea,paginiledediscuțiialesubiectelorcontroversatepotfifoarteintensutilizate.",discuții,0.0,1246.0
"Adesea,paginiledediscuțiialesubiectelorcontroversatepotfifoarteintensutilizate.",subiectelor,0.25,999.0
"Adesea,paginiledediscuțiialesubiectelorcontroversatepotfifoarteintensutilizate.",intens,0.25,369.0
"Peparteagermană,însă,s-aformatundecalajîntrecelemaivesticecorpuridearmată,iarînaintarearapidăaepuizattrupele.",vestice,0.0,350.0
"Peparteagermană,însă,s-aformatundecalajîntrecelemaivesticecorpuridearmată,iarînaintarearapidăaepuizattrupele.",înaintarea,0.0,495.0
"Peparteagermană,însă,s-aformatundecalajîntrecelemaivesticecorpuridearmată,iarînaintarearapidăaepuizattrupele.",rapidă,0.0,432.0
"Unlucruimportantdemenționatestefaptulcăcaracterelepentrunumeralesuntreprezentatediferitdenumărullorcorespunzător,i.e.",menționat,0.0,743.0
"Unlucruimportantdemenționatestefaptulcăcaracterelepentrunumeralesuntreprezentatediferitdenumărullorcorespunzător,i.e.",corespunzător,0.25,870.0
"Chimiaorganicăseconcentreazăasupracarbonuluișiurmăreștemișcareaelectronilorînlanțurileșiineleledecarbon,precumșimodulîncareelectroniisuntîmpărțițicualțiatomidecarbonșiheteroatomi.",concentrează,0.25,821.0
"Chimiaorganicăseconcentreazăasupracarbonuluișiurmăreștemișcareaelectronilorînlanțurileșiineleledecarbon,precumșimodulîncareelectroniisuntîmpărțițicualțiatomidecarbonșiheteroatomi.",împărțiți,0.0,1485.0
"Chimiaorganicăseconcentreazăasupracarbonuluișiurmăreștemișcareaelectronilorînlanțurileșiineleledecarbon,precumșimodulîncareelectroniisuntîmpărțițicualțiatomidecarbonșiheteroatomi.",atomi,0.5,334.0
"Întimp,carneaseînmoaieșiîșidezvoltămaimultgustul,iarpentruanumitetipuridecarneacestprocespoatefiprelungitcugrijăprintr-unprocesnumitînvechire.",înmoaie,0.0,482.0
"Întimp,carneaseînmoaieșiîșidezvoltămaimultgustul,iarpentruanumitetipuridecarneacestprocespoatefiprelungitcugrijăprintr-unprocesnumitînvechire.",prelungit,0.25,883.0
"Întimp,carneaseînmoaieșiîșidezvoltămaimultgustul,iarpentruanumitetipuridecarneacestprocespoatefiprelungitcugrijăprintr-unprocesnumitînvechire.",grijă,0.0,426.0
"Proiecteledelegeprivateafecteazăoanumităcompanie,persoanăsaualtăentitate(deexemplu,autorizareaunorconstrucțiimajorepeanumiteterenuripublice).",entitate,0.75,439.0
"Proiecteledelegeprivateafecteazăoanumităcompanie,persoanăsaualtăentitate(deexemplu,autorizareaunorconstrucțiimajorepeanumiteterenuripublice).",construcții,0.0,301.0
"Proiecteledelegeprivateafecteazăoanumităcompanie,persoanăsaualtăentitate(deexemplu,autorizareaunorconstrucțiimajorepeanumiteterenuripublice).",anumite,0.0,965.0
"Cudimensiunivariate,delalacuridemaridimensiunișivăiînchiselaiazuriînminiatură,acestedepresiuniaufostlăsatedegheațaîngropatăcares-atopitînceledinurmă.",lacuri,0.0,867.0
"Cudimensiunivariate,delalacuridemaridimensiunișivăiînchiselaiazuriînminiatură,acestedepresiuniaufostlăsatedegheațaîngropatăcares-atopitînceledinurmă.",depresiuni,0.75,1609.0
"Cudimensiunivariate,delalacuridemaridimensiunișivăiînchiselaiazuriînminiatură,acestedepresiuniaufostlăsatedegheațaîngropatăcares-atopitînceledinurmă.",urmă,0.25,498.0
"Nuuitațicătextulvacurgeșisevaînfășuradiferitpentrualțiutilizatori,înfuncțiedebrowserulalesrezoluțiaecranului,dimensiuneaimplicităafontului,opțiuniledeaccesibilitate,număruldebaredeinstrumenteșibarelaterale(cumarfipanouriledemesagerieinstantanee)șialtele.",înfășura,0.75,372.0
"Nuuitațicătextulvacurgeșisevaînfășuradiferitpentrualțiutilizatori,înfuncțiedebrowserulalesrezoluțiaecranului,dimensiuneaimplicităafontului,opțiuniledeaccesibilitate,număruldebaredeinstrumenteșibarelaterale(cumarfipanouriledemesagerieinstantanee)șialtele.",ales,0.0,334.0
"Nuuitațicătextulvacurgeșisevaînfășuradiferitpentrualțiutilizatori,înfuncțiedebrowserulalesrezoluțiaecranului,dimensiuneaimplicităafontului,opțiuniledeaccesibilitate,număruldebaredeinstrumenteșibarelaterale(cumarfipanouriledemesagerieinstantanee)șialtele.",implicită,0.75,432.0
Respirațiadesalvareesteutilizatădacăvictimanuîncepesărespireatuncicândsedeschidcăilerespiratorii.,Respirația,0.0,617.0
Respirațiadesalvareesteutilizatădacăvictimanuîncepesărespireatuncicândsedeschidcăilerespiratorii.,victima,0.0,558.0
Respirațiadesalvareesteutilizatădacăvictimanuîncepesărespireatuncicândsedeschidcăilerespiratorii.,începe,0.0,701.0
"Tampoanelesensibilealedegetelornoastre,folositecaantenetactile,detecteazăceamaimicătresărire,încordaresauezitarederăspuns.",degetelor,0.0,1341.0
"Tampoanelesensibilealedegetelornoastre,folositecaantenetactile,detecteazăceamaimicătresărire,încordaresauezitarederăspuns.",mică,0.0,248.0
"Tampoanelesensibilealedegetelornoastre,folositecaantenetactile,detecteazăceamaimicătresărire,încordaresauezitarederăspuns.",ezitare,0.5,433.0
"Eaaranjeazăîmprumutulunuireparatordelaunconcurent,darîntretimporganizeazăunnumărmaredeoameniculanterneîntr-unsistemmanualdesemnalizare.",aranjează,0.25,635.0
"Eaaranjeazăîmprumutulunuireparatordelaunconcurent,darîntretimporganizeazăunnumărmaredeoameniculanterneîntr-unsistemmanualdesemnalizare.",organizează,0.25,1425.0
"Eaaranjeazăîmprumutulunuireparatordelaunconcurent,darîntretimporganizeazăunnumărmaredeoameniculanterneîntr-unsistemmanualdesemnalizare.",manual,0.0,1002.0
"FusesesurprinsădefaptulcăTaggarttrecuseîntr-ozi,dinsenin,princameraeidemahala.",surprinsă,0.0,618.0
"FusesesurprinsădefaptulcăTaggarttrecuseîntr-ozi,dinsenin,princameraeidemahala.",trecuse,0.0,372.0
"FusesesurprinsădefaptulcăTaggarttrecuseîntr-ozi,dinsenin,princameraeidemahala.",mahala,0.5,843.0
"Deoarecemajoritateamanualelorsuntelaboratedecătresaupebazacontribuțiilorexperțilorîndomeniu,aceastăcerințăeste,deobicei,binerespectată.",manualelor,0.0,1055.0
"Deoarecemajoritateamanualelorsuntelaboratedecătresaupebazacontribuțiilorexperțilorîndomeniu,aceastăcerințăeste,deobicei,binerespectată.",contribuțiilor,0.5,1168.0
"Deoarecemajoritateamanualelorsuntelaboratedecătresaupebazacontribuțiilorexperțilorîndomeniu,aceastăcerințăeste,deobicei,binerespectată.",respectată,0.5,858.0
Deoareceideeaelementarădefuncțiiestemaibineînțeleasădinpunctdevedereclasicovomfolosiîncontinuare.,elementară,0.75,1051.0
Deoareceideeaelementarădefuncțiiestemaibineînțeleasădinpunctdevedereclasicovomfolosiîncontinuare.,înțeleasă,0.0,246.0
Deoareceideeaelementarădefuncțiiestemaibineînțeleasădinpunctdevedereclasicovomfolosiîncontinuare.,clasic,0.5,498.0
"Uneledintreacestevariațiisereferălacomisioane,protecțiaîmpotrivadescoperirilordecont,soldurileminime,legăturilepermiseîntreconturi(deexemplu,conturicurenteșideeconomii)șiregulilededeschidereacontului.",descoperirilor,0.75,2213.0
"Uneledintreacestevariațiisereferălacomisioane,protecțiaîmpotrivadescoperirilordecont,soldurileminime,legăturilepermiseîntreconturi(deexemplu,conturicurenteșideeconomii)șiregulilededeschidereacontului.",minime,0.25,453.0
"Uneledintreacestevariațiisereferălacomisioane,protecțiaîmpotrivadescoperirilordecont,soldurileminime,legăturilepermiseîntreconturi(deexemplu,conturicurenteșideeconomii)șiregulilededeschidereacontului.",curente,0.75,1222.0
"Esteposibilcaunelepărțisănufieconsumateniciodată,iaraltelenusuntprocesateînmodnormalcașicarnecușerînStateleUnite,dincauzamunciisuplimentarepecareoimplică.",normal,0.0,599.0
"Esteposibilcaunelepărțisănufieconsumateniciodată,iaraltelenusuntprocesateînmodnormalcașicarnecușerînStateleUnite,dincauzamunciisuplimentarepecareoimplică.",carne,0.0,818.0
"Esteposibilcaunelepărțisănufieconsumateniciodată,iaraltelenusuntprocesateînmodnormalcașicarnecușerînStateleUnite,dincauzamunciisuplimentarepecareoimplică.",cușer,0.75,682.0
"Uniieleviconsiderăcăablativulestedificil,deoareceuneoriseamănăcunominativulsingular,cudativulpluralsaucuniciunuldintreacestea.",ablativul,1.0,685.0
"Uniieleviconsiderăcăablativulestedificil,deoareceuneoriseamănăcunominativulsingular,cudativulpluralsaucuniciunuldintreacestea.",nominativul,0.75,1367.0
"Uniieleviconsiderăcăablativulestedificil,deoareceuneoriseamănăcunominativulsingular,cudativulpluralsaucuniciunuldintreacestea.",dativul,0.75,370.0
Oțelurilesuntadeseasupuselaovarietatedetratamentetermiceconceputepentruaproducediversecombinațiidefazestabileșimetastabilealefierului.,termice,0.25,617.0
Oțelurilesuntadeseasupuselaovarietatedetratamentetermiceconceputepentruaproducediversecombinațiidefazestabileșimetastabilealefierului.,stabile,0.75,496.0
Oțelurilesuntadeseasupuselaovarietatedetratamentetermiceconceputepentruaproducediversecombinațiidefazestabileșimetastabilealefierului.,metastabile,1.0,3101.0
Oastfeldecavitatepoateoferinumeroaseavantajefuncționale.,cavitate,1.0,435.0
Oastfeldecavitatepoateoferinumeroaseavantajefuncționale.,numeroase,0.25,497.0
Oastfeldecavitatepoateoferinumeroaseavantajefuncționale.,funcționale,0.75,556.0
"Unastfeldeaccesarputeafiutilizatpentruautentificarealaconectare,creareaunuinoucontdeutilizatorsausalvareadeinformațiitextualepentruafirecuperateșistudiateînviitor.",conectare,0.0,1181.0
"Unastfeldeaccesarputeafiutilizatpentruautentificarealaconectare,creareaunuinoucontdeutilizatorsausalvareadeinformațiitextualepentruafirecuperateșistudiateînviitor.",textuale,0.25,633.0
"Unastfeldeaccesarputeafiutilizatpentruautentificarealaconectare,creareaunuinoucontdeutilizatorsausalvareadeinformațiitextualepentruafirecuperateșistudiateînviitor.",recuperate,0.25,51.0
"SuzukiPureharpesteunuldintremicilemodeledeproducțiecaresuntacoperiteînlemn,ceeaceproduceunsunetmoaleșiplăcut.",micile,0.0,855.0
"SuzukiPureharpesteunuldintremicilemodeledeproducțiecaresuntacoperiteînlemn,ceeaceproduceunsunetmoaleșiplăcut.",plăcut,0.0,417.0
"Romanii,careaufolositinițialaceststil,l-auconsideratgreoișigreudemanevratpeterenulmuntosșiaccidentatalItaliei.",stil,0.75,666.0
"Romanii,careaufolositinițialaceststil,l-auconsideratgreoișigreudemanevratpeterenulmuntosșiaccidentatalItaliei.",manevrat,0.5,1224.0
Clătireacualcoolnuîndepărteazăcristalulvioletcaremascheazăcolorantulroșusafaninadăugat.,Clătirea,0.0,1904.0
Clătireacualcoolnuîndepărteazăcristalulvioletcaremascheazăcolorantulroșusafaninadăugat.,alcool,0.0,247.0
Clătireacualcoolnuîndepărteazăcristalulvioletcaremascheazăcolorantulroșusafaninadăugat.,maschează,0.25,1042.0
"Undapurtătoareestefiltrată,iarundifuzorcântăînfuncțiedeamplitudineasemnalului.",filtrată,1.0,600.0
"Undapurtătoareestefiltrată,iarundifuzorcântăînfuncțiedeamplitudineasemnalului.",difuzor,0.75,601.0
"Undapurtătoareestefiltrată,iarundifuzorcântăînfuncțiedeamplitudineasemnalului.",amplitudinea,1.0,2044.0
ElementulcentralalmănăstiriirenovateafostunaltardedicatluiEdward.,central,0.25,327.0
ElementulcentralalmănăstiriirenovateafostunaltardedicatluiEdward.,mănăstirii,0.0,1182.0
ElementulcentralalmănăstiriirenovateafostunaltardedicatluiEdward.,renovate,0.0,1308.0
"TabloulclasicPlayfairesteformatdinpatrualfabete,deobiceiînaranjamentpătrat,douătexteînclarșidouătextecifrate.",Tabloul,1.0,899.0
"TabloulclasicPlayfairesteformatdinpatrualfabete,deobiceiînaranjamentpătrat,douătexteînclarșidouătextecifrate.",format,0.0,248.0
"TabloulclasicPlayfairesteformatdinpatrualfabete,deobiceiînaranjamentpătrat,douătexteînclarșidouătextecifrate.",aranjament,0.25,1350.0
"Lucrareacombinatătrebuiesăconținădoarunsingurexemplaralprezenteilicențe,iarsecțiunileinvariabilemultipleșiidenticepotfiînlocuitecuunsingurexemplar.",combinată,0.25,884.0
"Lucrareacombinatătrebuiesăconținădoarunsingurexemplaralprezenteilicențe,iarsecțiunileinvariabilemultipleșiidenticepotfiînlocuitecuunsingurexemplar.",identice,0.25,1102.0
"Lucrareacombinatătrebuiesăconținădoarunsingurexemplaralprezenteilicențe,iarsecțiunileinvariabilemultipleșiidenticepotfiînlocuitecuunsingurexemplar.",înlocuite,0.0,860.0
